frame_index,noisy_min,noisy_max,noisy_mean,noisy_std,binned_mean,residual_mean,residual_std,residual_min,residual_max
0,0.80373870442,1.18646513812,0.904834140033,0.035204942078,0.90439240448,0.0004417355526,0.0304270612354,-0.0986099472036,0.114316108051
5,0.794866753765,1.18765635954,0.904550316887,0.034768054357,0.904259981487,0.000290335400681,0.0305171087987,-0.107685413287,0.126589080516
10,0.796319191428,1.13849140207,0.90445299448,0.0334041310309,0.904122879101,0.000330115379535,0.0295638088705,-0.106225200858,0.105777949064
14,0.796167024925,1.11585303543,0.904376974808,0.0325347431731,0.90400911563,0.000367859177792,0.0294295054535,-0.103146477345,0.116580432496
