detuning_ghz,fluence_mw_us,mode,minimum_snr,initial_snr,final_depletion_accepted_snr,depletion_limited_frames,usable_frames,stopping_reason,post_sequence_loss,next_pulse_loss,n_gamma,reabsorption_fraction
1.21875,90,Faraday dual-port,9,19.6617138004,16.3282678058,6,6,depletion,0.258842467455,0.301421946054,0.00903126567197,0.0441492763823
1.21875,95,Faraday dark-field,9,8.71944357924,6.54779733247,6,0,image quality,0.273052744278,0.3179392904,0.00953300265375,0.0441492763823
1.21875,95,Faraday dual-port,9,20.2096580051,16.5873579759,6,6,depletion,0.273052744278,0.3179392904,0.00953300265375,0.0441492763823
1.21875,100,Faraday dark-field,9,9.03512521173,6.68219153118,6,1,image quality,0.287245869473,0.334433728288,0.0100347396355,0.0441492763823
1.21875,100,Faraday dual-port,9,20.7431475351,16.823449044,6,6,depletion,0.287245869473,0.334433728288,0.0100347396355,0.0441492763823
1.21875,105,Faraday dark-field,9,9.34331163448,7.32007811771,5,1,image quality,0.251730864685,0.301421946054,0.0105364766173,0.0441492763823
1.21875,105,Faraday dual-port,9,21.2632684042,17.9047698075,5,5,depletion,0.251730864685,0.301421946054,0.0105364766173,0.0441492763823
1.21875,110,Faraday dark-field,9,9.6444529057,7.47005848205,5,2,image quality,0.263581138537,0.315581075924,0.0110382135991,0.0441492763823
1.21875,110,Faraday dual-port,9,21.7709771808,18.1642506772,5,5,depletion,0.263581138537,0.315581075924,0.0110382135991,0.0441492763823
1.21875,115,Faraday dark-field,9,9.93895842628,7.61004268144,5,2,image quality,0.275419453433,0.329723359895,0.0115399505809,0.0441492763823
1.21875,115,Faraday dual-port,9,22.2671215968,18.4056331986,5,5,depletion,0.275419453433,0.329723359895,0.0115399505809,0.0441492763823
1.21875,120,Faraday dark-field,9,10.2272017184,7.74019780084,5,2,image quality,0.287245869473,0.343848897706,0.0120416875626,0.0441492763823
1.21875,120,Faraday dual-port,9,22.7524571243,18.6300532815,5,5,depletion,0.287245869473,0.343848897706,0.0120416875626,0.0441492763823
1.21875,125,Faraday dark-field,9,10.5095245229,7.86077225636,5,3,image quality,0.299060446217,0.357957788036,0.0125434245444,0.0441492763823
1.21875,125,Faraday dual-port,9,23.2276604413,18.8384209974,5,5,depletion,0.299060446217,0.357957788036,0.0125434245444,0.0441492763823
1.21875,130,Faraday dark-field,9,10.7862403279,8.68908473435,4,3,image quality,0.249359369513,0.31086324269,0.0130451615262,0.0441492763823
1.21875,130,Faraday dual-port,9,23.6933404731,20.2245212037,4,4,depletion,0.249359369513,0.31086324269,0.0130451615262,0.0441492763823
1.21875,135,Faraday dark-field,9,11.0576374211,8.83590851069,4,3,image quality,0.258842467455,0.322654317388,0.013546898508,0.0441492763823
1.21875,135,Faraday dual-port,9,24.1500475208,20.4752812984,4,4,depletion,0.258842467455,0.322654317388,0.013546898508,0.0441492763823
1.21875,140,Faraday dark-field,9,11.3239815413,8.97570105961,4,3,image quality,0.268317896193,0.334433728288,0.0140486354897,0.0441492763823
1.21875,140,Faraday dual-port,9,24.5982808683,20.7129576688,4,4,depletion,0.268317896193,0.334433728288,0.0140486354897,0.0441492763823
1.21875,145,Faraday dark-field,9,11.5855181887,9.10803429307,4,4,depletion,0.277785686636,0.346201532853,0.0145503724715,0.0441492763823
1.21875,145,Faraday dual-port,9,25.0384951651,20.9388011879,4,4,depletion,0.277785686636,0.346201532853,0.0145503724715,0.0441492763823
1.21875,150,Faraday dark-field,9,11.8424746476,9.23381626797,4,4,depletion,0.287245869473,0.357957788036,0.0150521094533,0.0441492763823
1.21875,150,Faraday dual-port,9,25.4711058188,21.1526038069,4,4,depletion,0.287245869473,0.357957788036,0.0150521094533,0.0441492763823
1.21875,155,Faraday dark-field,9,12.0950617619,9.352695369,4,4,depletion,0.296698475172,0.369702550292,0.0155538464351,0.0441492763823
1.21875,155,Faraday dual-port,9,25.8964935772,21.3553996063,4,4,depletion,0.296698475172,0.369702550292,0.0155538464351,0.0441492763823
1.21875,160,Faraday dark-field,9,12.3434754987,10.4414216417,3,3,depletion,0.230370041235,0.306143533978,0.0160555834168,0.0441492763823
1.21875,160,Faraday dual-port,9,26.3150084456,23.1664380857,3,3,depletion,0.230370041235,0.306143533978,0.0160555834168,0.0441492763823
1.21875,165,Faraday dark-field,9,12.5878983306,10.595669193,3,3,depletion,0.237494664808,0.315581075924,0.0165573203986,0.0441492763823
1.21875,165,Faraday dual-port,9,26.7269730524,23.427331497,3,3,depletion,0.237494664808,0.315581075924,0.0165573203986,0.0441492763823
1.21875,170,Faraday dark-field,9,12.8285004608,10.7445745885,3,3,depletion,0.244614934868,0.325011130826,0.0170590573804,0.0441492763823
1.21875,170,Faraday dual-port,9,27.1326855557,23.6796782887,3,3,depletion,0.244614934868,0.325011130826,0.0170590573804,0.0441492763823
1.21875,175,Faraday dark-field,9,13.065440911,10.8886967531,3,3,depletion,0.251730864685,0.334433728288,0.0175607943622,0.0441492763823
1.21875,175,Faraday dual-port,9,27.5324221643,23.9233585259,3,3,depletion,0.251730864685,0.334433728288,0.0175607943622,0.0441492763823
1.21875,180,Faraday dark-field,9,13.2988684925,11.0279649973,3,3,depletion,0.258842467455,0.343848897706,0.0180625313439,0.0441492763823
1.21875,180,Faraday dual-port,9,27.9264393352,24.1589143782,3,3,depletion,0.258842467455,0.343848897706,0.0180625313439,0.0441492763823
1.3125,10,Faraday dark-field,9,1.18469033403,0.709122560772,73,0,image quality,0.299515539505,0.303564993063,0.000865257890336,0.0383631704048
1.3125,10,Faraday dual-port,9,5.71785886145,4.37049618238,73,0,image quality,0.299515539505,0.303564993063,0.000865257890336,0.0383631704048
1.3125,15,Faraday dark-field,9,1.72468654398,1.05731550969,48,0,image quality,0.295464700332,0.301540439338,0.0012978868355,0.0383631704048
1.3125,15,Faraday dual-port,9,7.16749153549,5.51483845387,48,0,image quality,0.295464700332,0.301540439338,0.0012978868355,0.0383631704048
1.3125,20,Faraday dark-field,9,2.23560949546,1.39009384741,36,0,image quality,0.295464700332,0.303564993063,0.00173051578067,0.0383631704048
1.3125,20,Faraday dual-port,9,8.37648847845,6.45916217024,36,0,image quality,0.295464700332,0.303564993063,0.00173051578067,0.0383631704048
1.3125,25,Faraday dark-field,9,2.72086889913,1.7073688915,29,0,image quality,0.297490293269,0.307613063373,0.00216314472584,0.0383631704048
1.3125,25,Faraday dual-port,9,9.43438745209,7.27481015759,29,6,image quality,0.297490293269,0.307613063373,0.00216314472584,0.0383631704048
1.3125,30,Faraday dark-field,9,3.18330850873,2.03036302131,24,0,image quality,0.295464700332,0.307613063373,0.00259577367101,0.0383631704048
1.3125,30,Faraday dual-port,9,10.3863251816,8.0440172958,24,14,image quality,0.295464700332,0.307613063373,0.00259577367101,0.0383631704048
1.3125,35,Faraday dark-field,9,3.62532381179,2.37532134643,20,0,image quality,0.287358855636,0.301540439338,0.00302840261618,0.0383631704048
1.3125,35,Faraday dual-port,9,11.2587369946,8.8149182593,20,18,image quality,0.287358855636,0.301540439338,0.00302840261618,0.0383631704048
1.3125,40,Faraday dark-field,9,4.04895085278,2.64069781568,18,0,image quality,0.295464700332,0.311659752793,0.00346103156134,0.0383631704048
1.3125,40,Faraday dual-port,9,12.0686520331,9.38768212504,18,18,depletion,0.295464700332,0.311659752793,0.00346103156134,0.0383631704048
1.3125,45,Faraday dark-field,9,4.4559342421,2.93580717985,16,0,image quality,0.295464700332,0.313682580405,0.00389366050651,0.0383631704048
1.3125,45,Faraday dual-port,9,12.8277903693,9.99985741563,16,16,depletion,0.295464700332,0.313682580405,0.00389366050651,0.0383631704048
1.3125,50,Faraday dark-field,9,4.84777991039,3.27233817313,14,0,image quality,0.287358855636,0.307613063373,0.00432628945168,0.0383631704048
1.3125,50,Faraday dual-port,9,13.5446210355,10.6731527677,14,14,depletion,0.287358855636,0.307613063373,0.00432628945168,0.0383631704048
1.3125,55,Faraday dark-field,9,5.22579651659,3.52062834962,13,0,image quality,0.293438760398,0.315705063676,0.00475891839685,0.0383631704048
1.3125,55,Faraday dual-port,9,14.2254972855,11.1616412649,13,13,depletion,0.293438760398,0.315705063676,0.00475891839685,0.0383631704048
1.3125,60,Faraday dark-field,9,5.59112830229,3.78566290543,12,0,image quality,0.295464700332,0.319748998366,0.00519154734202,0.0383631704048
1.3125,60,Faraday dual-port,9,14.8753287288,11.6714874034,12,12,depletion,0.295464700332,0.319748998366,0.00519154734202,0.0383631704048
1.3125,65,Faraday dark-field,9,5.94478141809,4.0726963306,11,0,image quality,0.293438760398,0.319748998366,0.00562417628719,0.0383631704048
1.3125,65,Faraday dual-port,9,15.4980019523,12.2123339457,11,11,depletion,0.293438760398,0.319748998366,0.00562417628719,0.0383631704048
1.3125,70,Faraday dark-field,9,6.28764521145,4.38646981468,10,0,image quality,0.287358855636,0.315705063676,0.00605680523235,0.0383631704048
1.3125,70,Faraday dual-port,9,16.0966557769,12.7925984011,10,10,depletion,0.287358855636,0.315705063676,0.00605680523235,0.0383631704048
1.3125,75,Faraday dark-field,9,6.62050958507,4.73141083192,9,0,image quality,0.277218713241,0.307613063373,0.00648943417752,0.0383631704048
1.3125,75,Faraday dual-port,9,16.6738681432,13.4194908779,9,9,depletion,0.277218713241,0.307613063373,0.00648943417752,0.0383631704048
1.3125,80,Faraday dark-field,9,6.94407926128,4.84857110148,9,0,image quality,0.295464700332,0.327832748512,0.00692206312269,0.0383631704048
1.3125,80,Faraday dual-port,9,17.2317869786,13.6365803408,9,9,depletion,0.295464700332,0.327832748512,0.00692206312269,0.0383631704048
1.3125,85,Faraday dark-field,9,7.25898558859,5.24001902556,8,0,image quality,0.279247439898,0.313682580405,0.00735469206786,0.0383631704048
1.3125,85,Faraday dual-port,9,17.7722242782,14.3332826279,8,8,depletion,0.279247439898,0.313682580405,0.00735469206786,0.0383631704048
1.3125,90,Faraday dark-field,9,7.56579637937,5.35447443357,8,0,image quality,0.295464700332,0.331872568622,0.00778732101303,0.0383631704048
1.3125,90,Faraday dual-port,9,18.2967252906,14.5410077999,8,8,depletion,0.295464700332,0.331872568622,0.00778732101303,0.0383631704048
1.3125,95,Faraday dark-field,9,7.86502415851,5.8029203699,7,0,image quality,0.273160210554,0.311659752793,0.00821994995819,0.0383631704048
1.3125,95,Faraday dual-port,9,18.8066204092,15.3249982261,7,7,depletion,0.273160210554,0.311659752793,0.00821994995819,0.0383631704048
1.3125,100,Faraday dark-field,9,8.15713312011,5.9211625706,7,0,image quality,0.287358855636,0.327832748512,0.00865257890336,0.0383631704048
1.3125,100,Faraday dual-port,9,19.3030647736,15.5354546081,7,7,depletion,0.287358855636,0.327832748512,0.00865257890336,0.0383631704048
1.3125,105,Faraday dark-field,9,8.4425450268,6.43523064739,6,0,image quality,0.258944400964,0.301540439338,0.00908520784853,0.0383631704048
1.3125,105,Faraday dual-port,9,19.7870689587,16.4210019844,6,6,depletion,0.258944400964,0.301540439338,0.00908520784853,0.0383631704048
1.3125,110,Faraday dark-field,9,8.7216442381,6.56266857387,6,0,image quality,0.27113043392,0.315705063676,0.0095178367937,0.0383631704048
1.3125,110,Faraday dual-port,9,20.2595230868,16.6443925134,6,6,depletion,0.27113043392,0.315705063676,0.0095178367937,0.0383631704048
1.3125,115,Faraday dark-field,9,8.99478201728,6.68067420965,6,0,image quality,0.283303845345,0.329852829572,0.00995046573887,0.0383631704048
1.3125,115,Faraday dual-port,9,20.7212160053,16.8504798446,6,6,depletion,0.283303845345,0.329852829572,0.00995046573887,0.0383631704048
1.3125,120,Faraday dark-field,9,9.26228023695,6.78945389314,6,1,image quality,0.295464700332,0.343983836876,0.010383094684,0.0383631704048
1.3125,120,Faraday dual-port,9,21.1728507104,17.0402529339,6,6,depletion,0.295464700332,0.343983836876,0.010383094684,0.0383631704048
1.3125,125,Faraday dark-field,9,9.52443458123,7.42468918807,5,2,image quality,0.256912163773,0.307613063373,0.0108157236292,0.0383631704048
1.3125,125,Faraday dual-port,9,21.6150568786,18.1175925806,5,5,depletion,0.256912163773,0.307613063373,0.0108157236292,0.0383631704048
1.3125,130,Faraday dark-field,9,9.78151732397,7.55054100969,5,2,image quality,0.267069828559,0.319748998366,0.0112483525744,0.0383631704048
1.3125,130,Faraday dual-port,9,22.0484011399,18.334316589,5,5,depletion,0.267069828559,0.319748998366,0.0112483525744,0.0383631704048
1.3125,135,Faraday dark-field,9,10.0337797486,7.66890769819,5,2,image quality,0.277218713241,0.331872568622,0.0116809815195,0.0383631704048
1.3125,135,Faraday dual-port,9,22.4733955729,18.5380925692,5,5,depletion,0.277218713241,0.331872568622,0.0116809815195,0.0383631704048
1.3125,140,Faraday dark-field,9,10.2814542636,7.78021933605,5,3,image quality,0.287358855636,0.343983836876,0.0121136104647,0.0383631704048
1.3125,140,Faraday dual-port,9,22.8905047825,18.729292086,5,5,depletion,0.287358855636,0.343983836876,0.0121136104647,0.0383631704048
1.3125,145,Faraday dark-field,9,10.524756258,7.8844219809,5,3,image quality,0.297490293269,0.356082865291,0.0125462394099,0.0383631704048
1.3125,145,Faraday dual-port,9,23.3001518403,18.9086914893,5,5,depletion,0.297490293269,0.356082865291,0.0125462394099,0.0383631704048
1.3125,150,Faraday dark-field,9,10.7638857343,8.69005899307,4,3,image quality,0.246745680773,0.307613063373,0.012978868355,0.0383631704048
1.3125,150,Faraday dual-port,9,23.7027233014,20.2595181238,4,4,depletion,0.246745680773,0.307613063373,0.012978868355,0.0383631704048
1.3125,155,Faraday dark-field,9,10.999028751,8.81871432043,4,3,image quality,0.254879573855,0.317727202898,0.0134114973002,0.0383631704048
1.3125,155,Faraday dual-port,9,24.0985734688,20.4785519305,4,4,depletion,0.254879573855,0.317727202898,0.0134114973002,0.0383631704048
1.3125,160,Faraday dark-field,9,11.2303586988,8.9418502228,4,3,image quality,0.263007818384,0.327832748512,0.0138441262454,0.0383631704048
1.3125,160,Faraday dual-port,9,24.4880280385,20.6880167927,4,4,depletion,0.263007818384,0.327832748512,0.0138441262454,0.0383631704048
1.3125,165,Faraday dark-field,9,11.4580374345,9.05970443901,4,4,depletion,0.27113043392,0.337929736601,0.0142767551905,0.0383631704048
1.3125,165,Faraday dual-port,9,24.8713872314,20.8881933889,4,4,depletion,0.27113043392,0.337929736601,0.0142767551905,0.0383631704048
1.3125,170,Faraday dark-field,9,11.6822162911,9.17208335299,4,4,depletion,0.279247439898,0.348018203277,0.0147093841357,0.0383631704048
1.3125,170,Faraday dual-port,9,25.2489284974,21.0797632681,4,4,depletion,0.279247439898,0.348018203277,0.0147093841357,0.0383631704048
1.3125,175,Faraday dark-field,9,11.9030369789,9.2798366178,4,4,depletion,0.287358855636,0.358098184376,0.0151420130809,0.0383631704048
1.3125,175,Faraday dual-port,9,25.6209088622,21.2623228605,4,4,depletion,0.287358855636,0.358098184376,0.0151420130809,0.0383631704048
1.3125,180,Faraday dark-field,9,12.1206323922,9.38240622068,4,4,depletion,0.295464700332,0.368169715466,0.0155746420261,0.0383631704048
1.3125,180,Faraday dual-port,9,25.9875669712,21.4368497541,4,4,depletion,0.295464700332,0.368169715466,0.0155746420261,0.0383631704048
1.40625,10,Faraday dark-field,9,1.04186088004,0.621534581322,84,0,image quality,0.298871060195,0.302382828115,0.000753748120897,0.0336285482622
1.40625,10,Faraday dual-port,9,5.34622668391,4.08416504748,84,0,image quality,0.298871060195,0.302382828115,0.000753748120897,0.0336285482622
1.40625,15,Faraday dark-field,9,1.5217782801,0.920512711515,56,0,image quality,0.298871060195,0.304138321732,0.00113062218135,0.0336285482622
1.40625,15,Faraday dual-port,9,6.70152422612,5.12921370114,56,0,image quality,0.298871060195,0.304138321732,0.00113062218135,0.0336285482622
1.40625,20,Faraday dark-field,9,1.97844466965,1.21231211969,42,0,image quality,0.298871060195,0.305893555376,0.00150749624179,0.0336285482622
1.40625,20,Faraday dual-port,9,7.8318499097,6.00577689645,42,0,image quality,0.298871060195,0.305893555376,0.00150749624179,0.0336285482622
1.40625,25,Faraday dark-field,9,2.41432092614,1.51328205349,33,0,image quality,0.293601453698,0.302382828115,0.00188437030224,0.0336285482622
1.40625,25,Faraday dual-port,9,8.82091316856,6.81622551764,33,0,image quality,0.293601453698,0.302382828115,0.00188437030224,0.0336285482622
1.40625,30,Faraday dark-field,9,2.83149773035,1.77614467032,28,0,image quality,0.298871060195,0.309403243518,0.00226124436269,0.0336285482622
1.40625,30,Faraday dual-port,9,9.7109122953,7.47522614772,28,9,image quality,0.298871060195,0.309403243518,0.00226124436269,0.0336285482622
1.40625,35,Faraday dark-field,9,3.23176563109,2.04896724935,24,0,image quality,0.298871060195,0.311157698399,0.00263811842314,0.0336285482622
1.40625,35,Faraday dual-port,9,10.5265616514,8.1185847142,24,15,image quality,0.298871060195,0.311157698399,0.00263811842314,0.0336285482622
1.40625,40,Faraday dark-field,9,3.6166694064,2.31620773868,21,0,image quality,0.298871060195,0.312911894076,0.00301499248359,0.0336285482622
1.40625,40,Faraday dual-port,9,11.2837817967,8.719201314,21,18,image quality,0.298871060195,0.312911894076,0.00301499248359,0.0336285482622
1.40625,45,Faraday dark-field,9,3.98755073916,2.62990450559,18,0,image quality,0.288329497013,0.304138321732,0.00339186654404,0.0336285482622
1.40625,45,Faraday dual-port,9,11.9935298673,9.39100667644,18,18,depletion,0.288329497013,0.304138321732,0.00339186654404,0.0336285482622
1.40625,50,Faraday dark-field,9,4.34558207981,2.90997971122,16,0,image quality,0.284813550971,0.302382828115,0.00376874060449,0.0336285482622
1.40625,50,Faraday dual-port,9,12.6637236129,9.97147177329,16,16,depletion,0.284813550971,0.302382828115,0.00376874060449,0.0336285482622
1.40625,55,Faraday dark-field,9,4.69179378141,3.11774829696,15,0,image quality,0.293601453698,0.312911894076,0.00414561466493,0.0336285482622
1.40625,55,Faraday dual-port,9,13.3003027458,10.3946045799,15,15,depletion,0.293601453698,0.312911894076,0.00414561466493,0.0336285482622
1.40625,60,Faraday dark-field,9,5.02709604079,3.33567727671,14,0,image quality,0.298871060195,0.319926088565,0.00452248872538,0.0336285482622
1.40625,60,Faraday dual-port,9,13.9078573142,10.8285100674,14,14,depletion,0.298871060195,0.319926088565,0.00452248872538,0.0336285482622
1.40625,65,Faraday dark-field,9,5.35229678843,3.71498185113,12,0,image quality,0.277778512056,0.300627074334,0.00489936278583,0.0336285482622
1.40625,65,Faraday dual-port,9,14.49002094,11.5579528584,12,12,depletion,0.277778512056,0.300627074334,0.00489936278583,0.0336285482622
1.40625,70,Faraday dark-field,9,5.66811638802,3.81910070274,12,0,image quality,0.298871060195,0.323431635548,0.00527623684628,0.0336285482622
1.40625,70,Faraday dual-port,9,15.0497281548,11.7617758674,12,12,depletion,0.298871060195,0.323431635548,0.00527623684628,0.0336285482622
1.40625,75,Faraday dark-field,9,5.97519980147,4.09242691926,11,0,image quality,0.293601453698,0.319926088565,0.00565311090673,0.0336285482622
1.40625,75,Faraday dual-port,9,15.5893891195,12.2750499946,11,11,depletion,0.293601453698,0.319926088565,0.00565311090673,0.0336285482622
1.40625,80,Faraday dark-field,9,6.2741267236,4.39158055262,10,0,image quality,0.284813550971,0.312911894076,0.00602998496718,0.0336285482622
1.40625,80,Faraday dual-port,9,16.1110119717,12.8272958039,10,10,depletion,0.284813550971,0.312911894076,0.00602998496718,0.0336285482622
1.40625,85,Faraday dark-field,9,6.56542007815,4.71980836167,9,0,image quality,0.27249947322,0.302382828115,0.00640685902762,0.0336285482622
1.40625,85,Faraday dual-port,9,16.6162907827,13.4234789908,9,9,depletion,0.27249947322,0.302382828115,0.00640685902762,0.0336285482622
1.40625,90,Faraday dark-field,9,6.84955318158,4.82628561055,9,0,image quality,0.288329497013,0.319926088565,0.00678373308807,0.0336285482622
1.40625,90,Faraday dual-port,9,17.1066702389,13.6199974936,9,9,depletion,0.288329497013,0.319926088565,0.00678373308807,0.0336285482622
1.40625,95,Faraday dark-field,9,7.12695581645,5.19757454324,8,0,image quality,0.270739266911,0.304138321732,0.00716060714852,0.0336285482622
1.40625,95,Faraday dual-port,9,17.5833941559,14.2814748109,8,8,depletion,0.270739266911,0.304138321732,0.00716060714852,0.0336285482622
1.40625,100,Faraday dark-field,9,7.39801940704,5.30432831929,8,0,image quality,0.284813550971,0.319926088565,0.00753748120897,0.0336285482622
1.40625,100,Faraday dual-port,9,18.0475425016,14.4744182819,8,8,depletion,0.284813550971,0.319926088565,0.00753748120897,0.0336285482622
1.40625,105,Faraday dark-field,9,7.66310145096,5.40056383101,8,0,image quality,0.298871060195,0.33569293702,0.00791435526942,0.0336285482622
1.40625,105,Faraday dual-port,9,18.5000600881,14.6480766776,8,8,depletion,0.298871060195,0.33569293702,0.00791435526942,0.0336285482622
1.40625,110,Faraday dark-field,9,7.92252933112,5.837910378,7,0,image quality,0.274259416048,0.312911894076,0.00829122932987,0.0336285482622
1.40625,110,Faraday dual-port,9,18.9417791142,15.4122404308,7,7,depletion,0.274259416048,0.312911894076,0.00829122932987,0.0336285482622
1.40625,115,Faraday dark-field,9,8.17660360876,5.94060637261,7,0,image quality,0.286571654947,0.326936151051,0.00866810339032,0.0336285482622
1.40625,115,Faraday dual-port,9,19.3734370947,15.5942743751,7,7,depletion,0.286571654947,0.326936151051,0.00866810339032,0.0336285482622
1.40625,120,Faraday dark-field,9,8.42560087974,6.03455611132,7,0,image quality,0.298871060195,0.340943928517,0.00904497745076,0.0336285482622
1.40625,120,Faraday dual-port,9,19.7956912808,15.7608891832,7,7,depletion,0.298871060195,0.340943928517,0.00904497745076,0.0336285482622
1.40625,125,Faraday dark-field,9,8.66977626154,6.55073101267,6,0,image quality,0.267218063067,0.311157698399,0.00942185151121,0.0336285482622
1.40625,125,Faraday dual-port,9,20.2091303751,16.648698495,6,6,depletion,0.267218063067,0.311157698399,0.00942185151121,0.0336285482622
1.40625,130,Faraday dark-field,9,8.90936556663,6.65655881716,6,0,image quality,0.277778512056,0.323431635548,0.00979872557166,0.0336285482622
1.40625,130,Faraday dual-port,9,20.6142841369,16.8329243302,6,6,depletion,0.277778512056,0.323431635548,0.00979872557166,0.0336285482622
1.40625,135,Faraday dark-field,9,9.14458720839,6.75504752054,6,1,image quality,0.288329497013,0.33569293702,0.0101755996321,0.0336285482622
1.40625,135,Faraday dual-port,9,21.0116313239,17.0048219647,6,6,depletion,0.288329497013,0.33569293702,0.0101755996321,0.0336285482622
1.40625,140,Faraday dark-field,9,9.37564387789,6.84698634766,6,1,image quality,0.298871060195,0.347941667589,0.0105524736926,0.0336285482622
1.40625,140,Faraday dual-port,9,21.4016063101,17.164371634,6,6,depletion,0.298871060195,0.347941667589,0.0105524736926,0.0336285482622
1.40625,145,Faraday dark-field,9,9.60272402381,7.47477366214,5,2,image quality,0.258410428719,0.309403243518,0.010929347753,0.0336285482622
1.40625,145,Faraday dual-port,9,21.7846046381,18.2298457978,5,5,depletion,0.258410428719,0.309403243518,0.010929347753,0.0336285482622
1.40625,150,Faraday dark-field,9,9.82600316254,7.58368351573,5,2,image quality,0.267218063067,0.319926088565,0.0113062218135,0.0336285482622
1.40625,150,Faraday dual-port,9,22.1609877109,18.4168425353,5,5,depletion,0.267218063067,0.319926088565,0.0113062218135,0.0336285482622
1.40625,155,Faraday dark-field,9,10.0456450411,7.68692744682,5,2,image quality,0.276019095595,0.33043963659,0.0116830958739,0.0336285482622
1.40625,155,Faraday dual-port,9,22.531086778,18.59410518,5,5,depletion,0.276019095595,0.33043963659,0.0116830958739,0.0336285482622
1.40625,160,Faraday dark-field,9,10.2618026724,7.78474975566,5,3,image quality,0.284813550971,0.340943928517,0.0120599699344,0.0336285482622
1.40625,160,Faraday dual-port,9,22.8952063437,18.7619160072,5,5,depletion,0.284813550971,0.340943928517,0.0120599699344,0.0336285482622
1.40625,165,Faraday dark-field,9,10.4746192592,7.87734194446,5,3,image quality,0.293601453698,0.351439004948,0.0124368439948,0.0336285482622
1.40625,165,Faraday dual-port,9,23.2536270943,18.9205691875,5,5,depletion,0.293601453698,0.351439004948,0.0124368439948,0.0336285482622
1.40625,170,Faraday dark-field,9,10.6842290209,8.65624552698,4,3,image quality,0.242539970923,0.302382828115,0.0128137180552,0.0336285482622
1.40625,170,Faraday dual-port,9,23.6066084274,20.2293795556,4,4,depletion,0.242539970923,0.302382828115,0.0128137180552,0.0336285482622
1.40625,175,Faraday dark-field,9,10.8907579347,8.77111707888,4,3,image quality,0.249596167715,0.311157698399,0.0131905921157,0.0336285482622
1.40625,175,Faraday dual-port,9,23.9543906453,20.4243366726,4,4,depletion,0.249596167715,0.311157698399,0.0131905921157,0.0336285482622
1.40625,180,Faraday dark-field,9,11.0943244021,8.8815040218,4,3,image quality,0.256648107448,0.319926088565,0.0135674661761,0.0336285482622
1.40625,180,Faraday dual-port,9,24.2971968661,20.6121314836,4,4,depletion,0.256648107448,0.319926088565,0.0135674661761,0.0336285482622
1.5,10,Faraday dark-field,9,0.922960043982,0.548202836099,96,0,image quality,0.299068264082,0.302143120445,0.000662482824475,0.0297086529683
1.5,10,Faraday dual-port,9,5.01943074058,3.82972896859,96,0,image quality,0.299068264082,0.302143120445,0.000662482824475,0.0297086529683
1.5,15,Faraday dark-field,9,1.35190346416,0.813057522766,64,0,image quality,0.299068264082,0.303680249349,0.000993724236712,0.0297086529683
1.5,15,Faraday dual-port,9,6.29179444884,4.80849132907,64,0,image quality,0.299068264082,0.303680249349,0.000993724236712,0.0297086529683
1.5,20,Faraday dark-field,9,1.76207740216,1.07222319461,48,0,image quality,0.299068264082,0.305217178907,0.00132496564895,0.0297086529683
1.5,20,Faraday dual-port,9,7.35295627918,5.62889015216,48,0,image quality,0.299068264082,0.305217178907,0.00132496564895,0.0297086529683
1.5,25,Faraday dark-field,9,2.15528072312,1.33433694365,38,0,image quality,0.295992608781,0.303680249349,0.00165620706119,0.0297086529683
1.5,25,Faraday dual-port,9,8.28150202609,6.37178678115,38,0,image quality,0.295992608781,0.303680249349,0.00165620706119,0.0297086529683
1.5,30,Faraday dark-field,9,2.53306632652,1.57474359926,32,0,image quality,0.299068264082,0.308290440502,0.00198744847342,0.0297086529683
1.5,30,Faraday dual-port,9,9.11704688471,7.00280595511,32,2,image quality,0.299068264082,0.308290440502,0.00198744847342,0.0297086529683
1.5,35,Faraday dark-field,9,2.8967836178,1.8352951652,27,0,image quality,0.294454481204,0.305217178907,0.00231868988566,0.0297086529683
1.5,35,Faraday dual-port,9,9.88279236277,7.64203572135,27,11,image quality,0.294454481204,0.305217178907,0.00231868988566,0.0297086529683
1.5,40,Faraday dark-field,9,3.2476122646,2.05803751255,24,0,image quality,0.299068264082,0.311362906262,0.0026499312979,0.0297086529683
1.5,40,Faraday dual-port,9,10.593684491,8.16434883125,24,16,image quality,0.299068264082,0.311362906262,0.0026499312979,0.0297086529683
1.5,45,Faraday dark-field,9,3.58658928581,2.31359857214,21,0,image quality,0.294454481204,0.308290440502,0.00298117271014,0.0297086529683
1.5,45,Faraday dual-port,9,11.2600097201,8.73593447264,21,18,image quality,0.294454481204,0.308290440502,0.00298117271014,0.0297086529683
1.5,50,Faraday dark-field,9,3.91463098425,2.53896515159,19,0,image quality,0.295992608781,0.311362906262,0.00331241412237,0.0297086529683
1.5,50,Faraday dual-port,9,11.8892011728,9.22406099634,19,19,depletion,0.295992608781,0.311362906262,0.00331241412237,0.0297086529683
1.5,55,Faraday dark-field,9,4.23255085039,2.79112423488,17,0,image quality,0.291377625548,0.308290440502,0.00364365553461,0.0297086529683
1.5,55,Faraday dual-port,9,12.4868350178,9.75206560593,17,17,depletion,0.291377625548,0.308290440502,0.00364365553461,0.0297086529683
1.5,60,Faraday dark-field,9,4.54107428879,2.97471790641,16,0,image quality,0.299068264082,0.317505454391,0.00397489694685,0.0297086529683
1.5,60,Faraday dual-port,9,13.0572203756,10.1302121975,16,16,depletion,0.299068264082,0.317505454391,0.00397489694685,0.0297086529683
