detuning_hz,detuning_ghz,dimensionless_detuning,mode,noise_model,observable,kappa_f,calibration_status,nmax_clean_continuous,nstop_heating_continuous,n_frames_full,accepted_frame_first,accepted_frame_last,threshold_crossing_state_included,post_sequence_depletion_fraction,next_pulse_depletion_fraction,initial_per_frame_snr,final_per_frame_snr,snr_total_full,snr_identical_frame_approx,identical_approx_overestimate_fraction,snr_total_clean_matched_roi,legacy_peak_pixel_clean_total
1500000000.0,1.5,101.69491525423727,PCI,shot_noise_only,fixed-ROI diagonal-covariance matched-filter SNR,,canonical notebook-aligned Version 1,46.01634460130998,10.70033225380004,10,0,9,False,0.2806023117605313,0.30829044050175103,36.826271250235884,28.77022637362525,104.09823597313456,116.454894881922,0.11870190491966084,249.81229317330522,88.54914813185823
1500000000.0,1.5,101.69491525423727,PCI,shot_plus_read_noise,fixed-ROI diagonal-covariance matched-filter SNR,,canonical notebook-aligned Version 1,46.01634460130998,10.70033225380004,10,0,9,False,0.2806023117605313,0.30829044050175103,36.67638126492706,28.64944938448783,103.668651367624,115.98090112989694,0.11876540882751457,248.79550923937734,88.12534048234888
1500000000.0,1.5,101.69491525423727,DGI,shot_noise_only,fixed-ROI diagonal-covariance matched-filter SNR,,canonical notebook-aligned Version 1,46.01634460130998,10.70033225380004,10,0,9,False,0.2806023117605313,0.30829044050175103,19.360688844877174,14.887840214102242,54.36195677654784,61.223873819626235,0.12622645412276026,131.33390684300184,44.19863557685198
1500000000.0,1.5,101.69491525423727,DGI,shot_plus_read_noise,fixed-ROI diagonal-covariance matched-filter SNR,,canonical notebook-aligned Version 1,46.01634460130998,10.70033225380004,10,0,9,False,0.2806023117605313,0.30829044050175103,12.811606426384223,8.756366215841313,34.30325710456135,40.51385679302447,0.18104985394046724,86.90797824361316,40.147403411901685
