detuning_ghz,fluence_mw_us,mode,minimum_snr,initial_snr,final_depletion_accepted_snr,depletion_limited_frames,usable_frames,stopping_reason,post_sequence_loss,next_pulse_loss,n_gamma,reabsorption_fraction,kappa_F,numerical_aperture,read_noise_electrons_per_pixel_per_port
1.21875,260,Faraday dark-field,8,9.09074802162,8.13634036256,2,2,depletion,0.249359369513,0.372050128525,0.0260903230524,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,260,Faraday dual-port,8,17.5461451675,15.8652559131,2,2,depletion,0.249359369513,0.372050128525,0.0260903230524,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,265,Faraday dark-field,8,9.18779156442,8.20604862224,2,2,depletion,0.254101879075,0.37909012281,0.0265920600341,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,265,Faraday dual-port,8,17.7143115733,15.984256791,2,2,depletion,0.254101879075,0.37909012281,0.0265920600341,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,270,Faraday dark-field,8,9.28386279893,8.27450099501,2,2,depletion,0.258842467455,0.386126015784,0.0270937970159,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,270,Faraday dual-port,8,17.8808964904,16.101213114,2,2,depletion,0.258842467455,0.386126015784,0.0270937970159,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,275,Faraday dark-field,8,9.37898958483,8.34172642623,2,2,depletion,0.263581138537,0.393157819368,0.0275955339977,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,275,Faraday dual-port,8,18.0459437151,16.2161732807,2,2,depletion,0.263581138537,0.393157819368,0.0275955339977,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,280,Faraday dark-field,8,9.47319850197,8.40775252889,2,2,depletion,0.268317896193,0.400185545416,0.0280972709795,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,280,Faraday dual-port,8,18.2094950586,16.3291835793,2,2,depletion,0.268317896193,0.400185545416,0.0280972709795,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,285,Faraday dark-field,8,9.56651493,8.47274664069,2,2,depletion,0.273052744278,0.407209205725,0.0285990079613,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,285,Faraday dual-port,8,18.3715904712,16.4401074755,2,2,depletion,0.273052744278,0.407209205725,0.0285990079613,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,290,Faraday dark-field,8,9.6589631218,8.53659874238,2,2,depletion,0.277785686636,0.414228812028,0.029100744943,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,290,Faraday dual-port,8,18.5322681559,16.5491614356,2,2,depletion,0.277785686636,0.414228812028,0.029100744943,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,295,Faraday dark-field,8,9.75056627137,8.59933007622,2,2,depletion,0.282516727096,0.421244375997,0.0296024819248,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,295,Faraday dual-port,8,18.6915646737,16.6563898274,2,2,depletion,0.282516727096,0.421244375997,0.0296024819248,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,300,Faraday dark-field,8,9.84134657649,8.660963671,2,2,depletion,0.287245869473,0.428255909246,0.0301042189066,0.0441492763823,-0.494505494505,0.13,0.7
1.21875,300,Faraday dual-port,8,18.8495150407,16.7618317353,2,2,depletion,0.287245869473,0.428255909246,0.0301042189066,0.0441492763823,-0.494505494505,0.13,0.7
1.3125,90,Faraday dark-field,8,4.40453484988,3.26529403785,8,0,image quality,0.295464700332,0.331872568622,0.00778732101303,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,90,Faraday dual-port,8,9.57943362254,7.63986641421,8,6,image quality,0.295464700332,0.331872568622,0.00778732101303,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,95,Faraday dark-field,8,4.56199378475,3.50607514877,7,0,image quality,0.273160210554,0.311659752793,0.00821994995819,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,95,Faraday dual-port,8,9.84307928848,8.0456676361,7,7,depletion,0.273160210554,0.311659752793,0.00821994995819,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,100,Faraday dark-field,8,4.71525231969,3.57305899081,7,0,image quality,0.287358855636,0.327832748512,0.00865257890336,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,100,Faraday dual-port,8,10.0998455781,8.15539078043,7,7,depletion,0.287358855636,0.327832748512,0.00865257890336,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,105,Faraday dark-field,8,4.86460122218,3.84500925224,6,0,image quality,0.258944400964,0.301540439338,0.00908520784853,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,105,Faraday dual-port,8,10.3502444247,8.61349668136,6,6,depletion,0.258944400964,0.301540439338,0.00908520784853,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,110,Faraday dark-field,8,5.01030076735,3.91588759179,6,0,image quality,0.27113043392,0.315705063676,0.0095178367937,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,110,Faraday dual-port,8,10.5947272555,8.72994697911,6,6,depletion,0.27113043392,0.315705063676,0.0095178367937,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,115,Faraday dark-field,8,5.15258490264,3.98164219686,6,0,image quality,0.283303845345,0.329852829572,0.00995046573887,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,115,Faraday dual-port,8,10.8336945543,8.83753125279,6,6,depletion,0.283303845345,0.329852829572,0.00995046573887,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,120,Faraday dark-field,8,5.29166472321,4.04242439319,6,0,image quality,0.295464700332,0.343983836876,0.010383094684,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,120,Faraday dual-port,8,11.0675035631,8.93675156102,6,6,depletion,0.295464700332,0.343983836876,0.010383094684,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,125,Faraday dark-field,8,5.42773139056,4.3723244173,5,0,image quality,0.256912163773,0.307613063373,0.0108157236292,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,125,Faraday dual-port,8,11.2964745496,9.49353233603,5,5,depletion,0.256912163773,0.307613063373,0.0108157236292,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,130,Faraday dark-field,8,5.56095859818,4.44113120903,5,0,image quality,0.267069828559,0.319748998366,0.0112483525744,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,130,Faraday dual-port,8,11.5208959524,9.606633575,5,5,depletion,0.267069828559,0.319748998366,0.0112483525744,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,135,Faraday dark-field,8,5.69150466591,4.50594287367,5,0,image quality,0.277218713241,0.331872568622,0.0116809815195,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,135,Faraday dual-port,8,11.741028641,9.71308987806,5,5,depletion,0.277218713241,0.331872568622,0.0116809815195,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,140,Faraday dark-field,8,5.81951432839,4.56698954866,5,0,image quality,0.287358855636,0.343983836876,0.0121136104647,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,140,Faraday dual-port,8,11.9571094692,9.81309101962,5,5,depletion,0.287358855636,0.343983836876,0.0121136104647,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,145,Faraday dark-field,8,5.94512026956,4.62428089082,5,0,image quality,0.297490293269,0.356082865291,0.0125462394099,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,145,Faraday dual-port,8,12.1693542613,9.90703192772,5,5,depletion,0.297490293269,0.356082865291,0.0125462394099,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,150,Faraday dark-field,8,6.06844444541,5.03561236159,4,0,image quality,0.246745680773,0.307613063373,0.012978868355,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,150,Faraday dual-port,8,12.3779603363,10.6043695736,4,4,depletion,0.246745680773,0.307613063373,0.012978868355,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,155,Faraday dark-field,8,6.18959922917,5.10467584677,4,0,image quality,0.254879573855,0.317727202898,0.0134114973002,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,155,Faraday dual-port,8,12.583108656,10.7186756677,4,4,depletion,0.254879573855,0.317727202898,0.0134114973002,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,160,Faraday dark-field,8,6.3086884068,5.17082324344,4,0,image quality,0.263007818384,0.327832748512,0.0138441262454,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,160,Faraday dual-port,8,12.7849656628,10.8280647678,4,4,depletion,0.263007818384,0.327832748512,0.0138441262454,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,165,Faraday dark-field,8,6.42580804566,5.2341832667,4,0,image quality,0.27113043392,0.337929736601,0.0142767551905,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,165,Faraday dual-port,8,12.9836848598,10.9326807882,4,4,depletion,0.27113043392,0.337929736601,0.0142767551905,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,170,Faraday dark-field,8,6.54104725545,5.29469187539,4,0,image quality,0.279247439898,0.348018203277,0.0147093841357,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,170,Faraday dual-port,8,13.1794081769,11.0328696945,4,4,depletion,0.279247439898,0.348018203277,0.0147093841357,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,175,Faraday dark-field,8,6.65448885692,5.35274379454,4,0,image quality,0.287358855636,0.358098184376,0.0151420130809,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,175,Faraday dual-port,8,13.3722671566,11.1284293716,4,4,depletion,0.287358855636,0.358098184376,0.0151420130809,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,180,Faraday dark-field,8,6.76620997159,5.40811066449,4,0,image quality,0.295464700332,0.368169715466,0.0155746420261,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,180,Faraday dual-port,8,13.5623839881,11.2198556221,4,4,depletion,0.295464700332,0.368169715466,0.0155746420261,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,185,Faraday dark-field,8,6.87628254349,5.94389718082,3,0,image quality,0.228423666672,0.303564993063,0.0160072709712,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,185,Faraday dual-port,8,13.749872413,12.136074217,3,3,depletion,0.228423666672,0.303564993063,0.0160072709712,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,190,Faraday dark-field,8,6.98477380194,6.01465828576,3,0,image quality,0.234534207026,0.311659752793,0.0164398999164,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,190,Faraday dual-port,8,13.9348385206,12.254324793,3,3,depletion,0.234534207026,0.311659752793,0.0164398999164,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,195,Faraday dark-field,8,7.09174667346,6.08334393756,3,0,image quality,0.240641542264,0.319748998366,0.0168725288616,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,195,Faraday dual-port,8,14.11738145,12.3692739798,3,3,depletion,0.240641542264,0.319748998366,0.0168725288616,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,200,Faraday dark-field,8,7.19726014924,6.15001944851,3,0,image quality,0.246745680773,0.327832748512,0.0173051578067,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,200,Faraday dual-port,8,14.2975940114,12.4810212496,3,3,depletion,0.246745680773,0.327832748512,0.0173051578067,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,205,Faraday dark-field,8,7.30136961381,6.21494223503,3,0,image quality,0.252846630903,0.335911021848,0.0177377867519,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,205,Faraday dual-port,8,14.4755632376,12.5894220702,3,3,depletion,0.252846630903,0.335911021848,0.0177377867519,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,210,Faraday dark-field,8,7.40412713992,6.27796682332,3,0,image quality,0.258944400964,0.343983836876,0.0181704156971,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,210,Faraday dual-port,8,14.6513708752,12.6948125098,3,3,depletion,0.258944400964,0.343983836876,0.0181704156971,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,215,Faraday dark-field,8,7.50558175347,6.33914332565,3,0,image quality,0.265038999225,0.352051211988,0.0186030446422,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,215,Faraday dual-port,8,14.8250938236,12.7972805642,3,3,depletion,0.265038999225,0.352051211988,0.0186030446422,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,220,Faraday dark-field,8,7.60577967231,6.39859874089,3,0,image quality,0.27113043392,0.360113165461,0.0190356735874,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,220,Faraday dual-port,8,14.9968045283,12.896813416,3,3,depletion,0.27113043392,0.360113165461,0.0190356735874,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,225,Faraday dark-field,8,7.70476452184,6.45644452694,3,0,image quality,0.277218713241,0.368169715466,0.0194683025326,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,225,Faraday dual-port,8,15.1665713332,12.9934103008,3,3,depletion,0.277218713241,0.368169715466,0.0194683025326,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,230,Faraday dark-field,8,7.80257753004,6.51258190056,3,0,image quality,0.283303845345,0.376220880062,0.0199009314777,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,230,Faraday dual-port,8,15.3344587993,13.087315317,3,3,depletion,0.283303845345,0.376220880062,0.0199009314777,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,235,Faraday dark-field,8,7.89925770444,6.56705028093,3,0,image quality,0.289385838348,0.384266677201,0.0203335604229,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,235,Faraday dual-port,8,15.500527991,13.1785992951,3,3,depletion,0.289385838348,0.384266677201,0.0203335604229,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,240,Faraday dark-field,8,7.99484199274,6.62005200688,3,0,image quality,0.295464700332,0.392307124727,0.0207661893681,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,240,Faraday dual-port,8,15.6648367359,13.2671342575,3,3,depletion,0.295464700332,0.392307124727,0.0207661893681,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,245,Faraday dark-field,8,8.0893654291,7.39089847139,2,1,image quality,0.201907415161,0.301540439338,0.0211988183132,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,245,Faraday dual-port,8,15.8274398598,14.6034645102,2,2,depletion,0.201907415161,0.301540439338,0.0211988183132,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,250,Faraday dark-field,8,8.1828612675,7.46320223872,2,1,image quality,0.205990793862,0.307613063373,0.0216314472584,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,250,Faraday dual-port,8,15.9883894005,14.7265715754,2,2,depletion,0.205990793862,0.307613063373,0.0216314472584,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,255,Faraday dark-field,8,8.27536110352,7.53431199968,2,1,image quality,0.210072730435,0.313682580405,0.0220640762036,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,255,Faraday dual-port,8,16.1477348025,14.847662745,2,2,depletion,0.210072730435,0.313682580405,0.0220640762036,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,260,Faraday dark-field,8,8.36689498582,7.60431107576,2,1,image quality,0.214153227423,0.319748998366,0.0224967051487,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,260,Faraday dual-port,8,16.3055230942,14.9667216917,2,2,depletion,0.214153227423,0.319748998366,0.0224967051487,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,265,Faraday dark-field,8,8.45749151823,7.67315276631,2,1,image quality,0.218232287361,0.325812325152,0.0229293340939,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,265,Faraday dual-port,8,16.4617990501,15.0838960365,2,2,depletion,0.218232287361,0.325812325152,0.0229293340939,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,270,Faraday dark-field,8,8.54717795351,7.74086537359,2,1,image quality,0.222309912775,0.331872568622,0.0233619630391,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,270,Faraday dual-port,8,16.616605339,15.1992321827,2,2,depletion,0.222309912775,0.331872568622,0.0233619630391,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,275,Faraday dark-field,8,8.63598027948,7.80747589263,2,1,image quality,0.226386106184,0.337929736601,0.0237945919842,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,275,Faraday dual-port,8,16.7699826605,15.3127744601,2,2,depletion,0.226386106184,0.337929736601,0.0237945919842,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,280,Faraday dark-field,8,8.72392329836,7.87301009224,2,1,image quality,0.2304608701,0.343983836876,0.0242272209294,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,280,Faraday dual-port,8,16.9219698696,15.4245652548,2,2,depletion,0.2304608701,0.343983836876,0.0242272209294,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,285,Faraday dark-field,8,8.81103069989,7.93749258976,2,1,image quality,0.234534207026,0.3500348772,0.0246598498746,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,285,Faraday dual-port,8,17.0726040918,15.5346451285,2,2,depletion,0.234534207026,0.3500348772,0.0246598498746,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,290,Faraday dark-field,8,8.89732512876,8.00094692004,2,2,depletion,0.238606119456,0.356082865291,0.0250924788197,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,290,Faraday dual-port,8,17.2219208288,15.6430529291,2,2,depletion,0.238606119456,0.356082865291,0.0250924788197,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,295,Faraday dark-field,8,8.98282824706,8.06350604563,2,2,depletion,0.242676609879,0.36212780883,0.0255251077649,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,295,Faraday dual-port,8,17.3699540566,15.7496842034,2,2,depletion,0.242676609879,0.36212780883,0.0255251077649,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,300,Faraday dark-field,8,9.06756079198,8.12508695456,2,2,depletion,0.246745680773,0.368169715466,0.0259577367101,0.0383631704048,-0.494505494505,0.13,0.7
1.3125,300,Faraday dual-port,8,17.5167363154,15.8547091776,2,2,depletion,0.246745680773,0.368169715466,0.0259577367101,0.0383631704048,-0.494505494505,0.13,0.7
1.40625,90,Faraday dark-field,8,4.02233356972,2.97047786026,9,0,image quality,0.288329497013,0.319926088565,0.00678373308807,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,90,Faraday dual-port,8,8.94641583755,7.15039185312,9,5,image quality,0.288329497013,0.319926088565,0.00678373308807,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,95,Faraday dark-field,8,4.16946607241,3.17262283221,8,0,image quality,0.270739266911,0.304138321732,0.00716060714852,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,95,Faraday dual-port,8,9.19263943061,7.49242529217,8,5,image quality,0.270739266911,0.304138321732,0.00716060714852,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,100,Faraday dark-field,8,4.31274704934,3.23392756747,8,0,image quality,0.284813550971,0.319926088565,0.00753748120897,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,100,Faraday dual-port,8,9.43243824916,7.59309418347,8,6,image quality,0.284813550971,0.319926088565,0.00753748120897,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,105,Faraday dark-field,8,4.45243561013,3.28942577314,8,0,image quality,0.298871060195,0.33569293702,0.00791435526942,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,105,Faraday dual-port,8,9.66629039662,7.68389659692,8,6,image quality,0.298871060195,0.33569293702,0.00791435526942,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,110,Faraday dark-field,8,4.58876454054,3.52331473816,7,0,image quality,0.274259416048,0.312911894076,0.00829122932987,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,110,Faraday dual-port,8,9.89461746918,8.07872001817,7,7,depletion,0.274259416048,0.312911894076,0.00829122932987,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,115,Faraday dark-field,8,4.72194378197,3.58147641643,7,0,image quality,0.286571654947,0.326936151051,0.00866810339032,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,115,Faraday dual-port,8,10.1177934856,8.17387531329,7,7,depletion,0.286571654947,0.326936151051,0.00866810339032,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,120,Faraday dark-field,8,4.85216335372,3.63488192073,7,0,image quality,0.298871060195,0.340943928517,0.00904497745076,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,120,Faraday dual-port,8,10.3361520807,8.26113292866,7,7,depletion,0.298871060195,0.340943928517,0.00904497745076,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,125,Faraday dark-field,8,4.97959582168,3.90649967672,6,0,image quality,0.267218063067,0.311157698399,0.00942185151121,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,125,Faraday dual-port,8,10.5499923583,8.71940835837,6,6,depletion,0.267218063067,0.311157698399,0.00942185151121,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,130,Faraday dark-field,8,5.10439839539,3.96539381326,6,0,image quality,0.277778512056,0.323431635548,0.00979872557166,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,130,Faraday dual-port,8,10.7595836962,8.81572630241,6,6,depletion,0.277778512056,0.323431635548,0.00979872557166,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,135,Faraday dark-field,8,5.22671471852,4.02035074844,6,0,image quality,0.288329497013,0.33569293702,0.0101755996321,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,135,Faraday dual-port,8,10.9651697252,8.90572393067,6,6,depletion,0.288329497013,0.33569293702,0.0101755996321,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,140,Faraday dark-field,8,5.34667640509,4.07176171811,6,0,image quality,0.298871060195,0.347941667589,0.0105524736926,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,140,Faraday dual-port,8,11.1669716474,8.9893892764,6,6,depletion,0.298871060195,0.347941667589,0.0105524736926,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,145,Faraday dark-field,8,5.46440436353,4.39672507024,5,0,image quality,0.258410428719,0.309403243518,0.010929347753,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,145,Faraday dual-port,8,11.365191025,9.53875770599,5,5,depletion,0.258410428719,0.309403243518,0.010929347753,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,150,Faraday dark-field,8,5.5800099428,4.45625361515,5,0,image quality,0.267218063067,0.319926088565,0.0113062218135,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,150,Faraday dual-port,8,11.5600121376,9.63650433935,5,5,depletion,0.267218063067,0.319926088565,0.0113062218135,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,155,Faraday dark-field,8,5.69359592851,4.51276335672,5,0,image quality,0.276019095595,0.33043963659,0.0116830958739,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,155,Faraday dual-port,8,11.7516039891,9.72925548899,5,5,depletion,0.276019095595,0.33043963659,0.0116830958739,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,160,Faraday dark-field,8,5.8052574121,4.56638819018,5,0,image quality,0.284813550971,0.340943928517,0.0120599699344,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,160,Faraday dual-port,8,11.9401220227,9.81715492574,5,5,depletion,0.284813550971,0.340943928517,0.0120599699344,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,165,Faraday dark-field,8,5.91508255191,4.61723590597,5,0,image quality,0.293601453698,0.351439004948,0.0124368439948,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,165,Faraday dual-port,8,12.1257095979,9.90035276133,5,5,depletion,0.293601453698,0.351439004948,0.0124368439948,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,170,Faraday dark-field,8,6.02315324195,5.01420039395,4,0,image quality,0.242539970923,0.302382828115,0.0128137180552,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,170,Faraday dual-port,8,12.3084992656,10.5743972019,4,4,depletion,0.242539970923,0.302382828115,0.0128137180552,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,175,Faraday dark-field,8,6.12954570154,5.07580948118,4,0,image quality,0.249596167715,0.311157698399,0.0131905921157,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,175,Faraday dual-port,8,12.4886138757,10.6761996815,4,4,depletion,0.249596167715,0.311157698399,0.0131905921157,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,180,Faraday dark-field,8,6.23433099677,5.13506681133,4,0,image quality,0.256648107448,0.319926088565,0.0135674661761,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,180,Faraday dual-port,8,12.666167543,10.7743218204,4,4,depletion,0.256648107448,0.319926088565,0.0135674661761,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,185,Faraday dark-field,8,6.33757550302,5.19220185655,4,0,image quality,0.263695802933,0.328688022472,0.0139443402366,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,185,Faraday dual-port,8,12.8412664928,10.8686986329,4,4,depletion,0.263695802933,0.328688022472,0.0139443402366,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,190,Faraday dark-field,8,6.43934131644,5.24721779728,4,0,image quality,0.270739266911,0.337443523817,0.014321214297,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,190,Faraday dual-port,8,13.0140098038,10.9595164321,4,4,depletion,0.270739266911,0.337443523817,0.014321214297,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,195,Faraday dark-field,8,6.539686621,5.30007834145,4,0,image quality,0.277778512056,0.346192616144,0.0146980883575,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,195,Faraday dual-port,8,13.1844900638,11.0469936252,4,4,depletion,0.277778512056,0.346192616144,0.0146980883575,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,200,Faraday dark-field,8,6.63866601663,5.35106059896,4,0,image quality,0.284813550971,0.354935322843,0.0150749624179,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,200,Faraday dual-port,8,13.3527939501,11.1309788514,4,4,depletion,0.284813550971,0.354935322843,0.0150749624179,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,205,Faraday dark-field,8,6.7363308136,5.40005451043,4,0,image quality,0.291844396194,0.363671667147,0.0154518364784,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,205,Faraday dual-port,8,13.519002744,11.2117533135,4,4,depletion,0.291844396194,0.363671667147,0.0154518364784,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,210,Faraday dark-field,8,6.83272929686,5.44705410756,4,0,image quality,0.298871060195,0.372401672141,0.0158287105388,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,210,Faraday dual-port,8,13.6831927903,11.2894684405,4,4,depletion,0.298871060195,0.372401672141,0.0158287105388,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,215,Faraday dark-field,8,6.9279069643,5.98226162146,3,0,image quality,0.230181344208,0.305893555376,0.0162055845993,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,215,Faraday dual-port,8,13.8454359069,12.206051941,3,3,depletion,0.230181344208,0.305893555376,0.0162055845993,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,220,Faraday dark-field,8,7.02190674172,6.04335324014,3,0,image quality,0.235479504192,0.312911894076,0.0165824586597,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,220,Faraday dual-port,8,14.0057997515,12.3081756224,3,3,depletion,0.235479504192,0.312911894076,0.0165824586597,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,225,Faraday dark-field,8,7.11476917737,6.10288768191,3,0,image quality,0.240775255052,0.319926088565,0.0169593327202,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,225,Faraday dual-port,8,14.1643481523,12.4078225987,3,3,depletion,0.240775255052,0.319926088565,0.0169593327202,0.0336285482622,-0.494505494505,0.13,0.7
1.40625,230,Faraday dark-field,8,7.2065326182,6.16090439096,3,0,image quality,0.246068602255,0.326936151051,0.0173362067806,0.0336285482622,-0.494505494505,0.13,0.7
