position_um,pci_intensity_y_line_incident_i0,pci_intensity_z_line_incident_i0,pci_signal_y_line_minus_plate_background,pci_signal_z_line_minus_plate_background
-41.6015625,0.902452254554,0.905800138522,-4.77454457912e-05,0.00330013852228
-41.50390625,0.902450928367,0.905302307038,-4.90716325102e-05,0.00280230703753
-41.40625,0.90244964269,0.904763433043,-5.03573099409e-05,0.00226343304297
-41.30859375,0.902448417948,0.904191180714,-5.15820522314e-05,0.0016911807136
-41.2109375,0.902447274645,0.903593700139,-5.27253548029e-05,0.00109370013928
-41.11328125,0.902446233055,0.902979510385,-5.37669453279e-05,0.000479510385328
-41.015625,0.902445312906,0.902357377478,-5.46870939918e-05,-0.000142622522267
-40.91796875,0.902444533082,0.901736189109,-5.54669182362e-05,-0.000763810891196
-40.8203125,0.902443911323,0.901124827883,-5.6088677228e-05,-0.00137517211706
-40.72265625,0.902443463949,0.900532044917,-5.65360514034e-05,-0.00196795508285
-40.625,0.902443205597,0.89996633558,-5.67944026252e-05,-0.00253366442048
-40.52734375,0.902443148989,0.899435819093,-5.68510107591e-05,-0.00306418090718
-40.4296875,0.902443304717,0.898948123652,-5.66952827769e-05,-0.00355187634816
-40.33203125,0.902443681069,0.898510278606,-5.63189308974e-05,-0.00398972139445
-40.234375,0.902444283883,0.89812861514,-5.57161167125e-05,-0.00437138486024
-40.13671875,0.902445116441,0.897808676767,-5.48835587374e-05,-0.00469132323274
-40.0390625,0.902446179399,0.897555140791,-5.38206013657e-05,-0.00494485920891
-39.94140625,0.902447470756,0.897371751756,-5.25292437862e-05,-0.00512824824399
-39.84375,0.902448985872,0.897261267745,-5.10141280168e-05,-0.00523873225515
-39.74609375,0.902450717514,0.897225420212,-4.92824858441e-05,-0.0052745797875
-39.6484375,0.902452655955,0.897264887881,-4.73440450771e-05,-0.00523511211881
-39.55078125,0.902454789104,0.897379285049,-4.52108961765e-05,-0.00512071495093
-39.453125,0.902457102679,0.897567164489,-4.28973209328e-05,-0.00493283551095
-39.35546875,0.902459580415,0.897826034939,-4.04195854878e-05,-0.00467396506068
-39.2578125,0.902462204299,0.89815239301,-3.77957005636e-05,-0.0043476069904
-39.16015625,0.902464954848,0.89854176915,-3.50451523236e-05,-0.00395823084991
-39.0625,0.902467811392,0.898988787154,-3.2188607778e-05,-0.00351121284577
-38.96484375,0.902470752401,0.899487236492,-2.92475991013e-05,-0.00301276350839
-38.8671875,0.902473755808,0.900030156597,-2.62441916113e-05,-0.00246984340325
-38.76953125,0.90247679936,0.900609932073,-2.3200640486e-05,-0.00189006792672
-38.671875,0.902479860958,0.901218397614,-2.01390415315e-05,-0.00128160238598
-38.57421875,0.902482919019,0.901846951288,-1.70809814894e-05,-0.00065304871221
-38.4765625,0.902485952807,0.902486674706,-1.40471934629e-05,-1.33252939318e-05
-38.37890625,0.902488942777,0.903128458459,-1.10572230319e-05,0.000628458459343
-38.28125,0.902491870889,0.903763131108,-8.12911056125e-06,0.00126313110813
-38.18359375,0.902494720905,0.904381589929,-5.27909502857e-06,0.00188158992886
-38.0859375,0.902497478656,0.904974931554,-2.52134444978e-06,0.00247493155439
-37.98828125,0.902500132282,0.905534580614,1.3228234641e-07,0.00303458061429
-37.890625,0.902502672438,0.906052414475,2.67243826091e-06,0.00355241447483
-37.79296875,0.902505092451,0.906520882203,5.09245093361e-06,0.00402088220329
-37.6953125,0.902507388443,0.906933115938,7.38844290515e-06,0.00443311593823
-37.59765625,0.902509559406,0.907283032936,9.55940625114e-06,0.00478303293621
-37.5,0.90251160723,0.907565426687,1.16072296424e-05,0.00506542668652
-37.40234375,0.902513536677,0.907776045637,1.35366765127e-05,0.0052760456369
-37.3046875,0.902515355314,0.907911658254,1.53553137336e-05,0.00541165825362
-37.20703125,0.902517073391,0.907970103345,1.70733909708e-05,0.00547010334529
-37.109375,0.902518703672,0.907950324808,1.8703671649e-05,0.00545032480772
-37.01171875,0.902520261217,0.907852390193,2.02612172433e-05,0.00535239019291
-36.9140625,0.902521763127,0.907677492764,2.17631273584e-05,0.00517749276377
-36.81640625,0.902523228239,0.907427936962,2.32282387993e-05,0.004927936962
-36.71875,0.902524676788,0.907107107484,2.46767875416e-05,0.00460710748434
-36.62109375,0.902526130038,0.906719422426,2.61300381665e-05,0.00421942242618
-36.5234375,0.902527609886,0.906270271206,2.76098859239e-05,0.00377027120643
-36.42578125,0.902529138437,0.905765938227,2.91384371268e-05,0.00326593822725
-36.328125,0.902530737574,0.905213513444,3.07375740469e-05,0.00271351344359
-36.23046875,0.902532428511,0.904620791215,3.24285108424e-05,0.00212079121458
-36.1328125,0.902534231347,0.90399615898,3.4231347367e-05,0.00149615897999
-36.03515625,0.902536164628,0.903348477446,3.61646278715e-05,0.000848477446292
-35.9375,0.902538244912,0.902686954077,3.82449117189e-05,0.000186954077265
-35.83984375,0.902540486363,0.902021011763,4.04863632248e-05,-0.000478988237007
-35.7421875,0.902542900368,0.901360154587,4.29003675982e-05,-0.00113984541255
-35.64453125,0.90254549518,0.900713832631,4.54951797574e-05,-0.00178616736928
-35.546875,0.902548275612,0.900091307728,4.8275612439e-05,-0.0024086922724
-35.44921875,0.90255124277,0.899501522063,5.12427696109e-05,-0.00299847793732
-35.3515625,0.902554393831,0.898952971415,5.43938306485e-05,-0.00354702858525
-35.25390625,0.90255772189,0.898453584774,5.77218901187e-05,-0.00404641522593
-35.15625,0.902561215857,0.898010611946,6.12158572937e-05,-0.00448938805356
-35.05859375,0.902564860419,0.897630520632,6.48604187489e-05,-0.00486947936768
-34.9609375,0.902568636067,0.897318904329,6.86360665102e-05,-0.00518109567073
-34.86328125,0.902572519193,0.897080402254,7.25191933302e-05,-0.00541959774573
-34.765625,0.902576482256,0.896918632322,7.64822556893e-05,-0.00558136767777
-34.66796875,0.902580494004,0.896836138049,8.04940041415e-05,-0.00566386195071
-34.5703125,0.90258451978,0.896834350076,8.45197795933e-05,-0.00566564992425
-34.47265625,0.902588521873,0.896913562826,8.85218731015e-05,-0.0055864371738
-34.375,0.902592459946,0.897072926643,9.24599457489e-05,-0.00542707335682
-34.27734375,0.902596291504,0.897310455547,9.62915041843e-05,-0.00518954445302
-34.1796875,0.902599972426,0.897623050589,9.99724264489e-05,-0.00487694941145
