pulse_duration_s,faraday_signal_rad,faraday_signal_scale,scattered_photons_per_atom,reabsorption_fraction,destructiveness_metric,estimated_per_frame_snr,signal_per_scattered_photon,information_per_scattered_photon,signal_to_destruction
1e-05,0.0755126983416,0.0755126983416,0.00141478470442,0.00111314634567,0.00141635956684,3.37703053312,53.37398553,53.37398553,53.314638535
2e-05,0.0755126983416,0.0755126983416,0.00282956940883,0.00111314634567,0.00283271913368,3.37703053312,26.686992765,26.686992765,26.6573192675
4e-05,0.0755126983416,0.0755126983416,0.00565913881766,0.00111314634567,0.00566543826736,3.37703053312,13.3434963825,13.3434963825,13.3286596337
6e-05,0.0755126983416,0.0755126983416,0.0084887082265,0.00111314634567,0.00849815740104,3.37703053312,8.895664255,8.895664255,8.88577308916
8e-05,0.0755126983416,0.0755126983416,0.0113182776353,0.00111314634567,0.0113308765347,3.37703053312,6.67174819125,6.67174819125,6.66432981687
0.0001,0.0755126983416,0.0755126983416,0.0141478470442,0.00111314634567,0.0141635956684,3.37703053312,5.337398553,5.337398553,5.3314638535
