readout,channel,residual_mean,residual_rms,residual_standard_deviation,lag_one_correlation_y,lag_one_correlation_z,dual_port_cross_correlation
dual_port,H,-0.01904400299064403,0.992888568524533,0.9928642800864959,0.008432071976800565,-0.010420141243303113,0.02266098980233408
dual_port,V,0.011425207058123476,0.9829675469562139,0.9830579461603324,-0.024036699775271734,0.0002994699934787402,0.02266098980233408
dark_field,dark_field,-0.0194385257832993,0.9867199468997067,0.9866858361462011,-0.006343959777376878,-0.021532499885648575,
