position_um,dgi_intensity_y_line_incident_i0,dgi_intensity_z_line_incident_i0,dgi_signal_y_line_minus_reference_intensity,dgi_signal_z_line_minus_reference_intensity
-37.5,0.00010000565514,0.000102508536835,5.65513996445e-09,2.50853683508e-06
-37.40234375,0.000100006007285,0.000102915428869,6.00728476283e-09,2.91542886903e-06
-37.3046875,0.000100006367646,0.00010318843072,6.36764596155e-09,3.18843071985e-06
-37.20703125,0.000100006736214,0.000103306113337,6.73621449796e-09,3.30611333661e-06
-37.109375,0.000100007112909,0.00010325881634,7.11290936781e-09,3.25881633992e-06
-37.01171875,0.000100007497563,0.000103049311016,7.49756305028e-09,3.04931101578e-06
-36.9140625,0.000100007889906,0.000102692714955,7.88990621079e-09,2.69271495548e-06
-36.81640625,0.000100008289553,0.000102215658894,8.28955260614e-09,2.21565889366e-06
-36.71875,0.000100008695985,0.000101654749475,8.69598511927e-09,1.65474947504e-06
-36.62109375,0.000100009108544,0.000101054412607,9.10854378294e-09,1.05441260713e-06
-36.5234375,0.000100009526417,0.000100464238384,9.52641650395e-09,4.64238383774e-07
-36.42578125,0.000100009948633,9.99359781942e-05,9.94863299947e-09,-6.40218057874e-08
-36.328125,0.000100010374062,9.95203658356e-05,1.03740622044e-08,-4.79634164363e-07
-36.23046875,0.000100010801413,9.92639459624e-05,1.08014131241e-08,-7.36054037581e-07
-36.1328125,0.000100011229239,9.92060943162e-05,1.12292388158e-08,-7.93905683803e-07
-36.03515625,0.000100011655943,9.93764047575e-05,1.16559429068e-08,-6.23595242469e-07
-35.9375,0.000100012079788,9.97925986306e-05,1.20797878133e-08,-2.07401369439e-07
-35.83984375,0.000100012498904,0.00010045908348,1.24989036448e-08,4.59083480307e-07
-35.7421875,0.000100012911297,0.000101366252171,1.29112966762e-08,1.36625217072e-06
-35.64453125,0.000100013314856,0.000102490572017,1.33148562608e-08,2.49057201665e-06
-35.546875,0.000100013707359,0.000103795468964,1.37073591543e-08,3.7954689641e-06
-35.44921875,0.00010001408647,0.000105232966643,1.40864704118e-08,5.23296664295e-06
-35.3515625,0.00010001444974,0.00010674599684,1.44497403308e-08,6.74599684017e-06
-35.25390625,0.000100014794597,0.00010827125907,1.47945972893e-08,8.2712590701e-06
-35.15625,0.000100015118337,0.00010974247469,1.51183367893e-08,9.74247469047e-06
-35.05859375,0.000100015418108,0.000111093857302,1.54181075097e-08,1.10938573022e-05
-34.9609375,0.000100015690896,0.000112263607384,1.5690895681e-08,1.22636073836e-05
-34.86328125,0.00010001593351,0.000113197236094,1.59335095659e-08,1.31972360937e-05
-34.765625,0.000100016142566,0.000113850531183,1.61425662557e-08,1.38505311832e-05
-34.66796875,0.000100016314483,0.000114191996593,1.63144833e-08,1.41919965932e-05
-34.5703125,0.000100016445478,0.00011420462562,1.64454778744e-08,1.42046256203e-05
-34.47265625,0.000100016531576,0.000113886903944,1.65315762131e-08,1.38869039442e-05
-34.375,0.000100016568636,0.000113252981339,1.65686358715e-08,1.32529813387e-05
-34.27734375,0.000100016552383,0.000112331997156,1.65523830351e-08,1.23319971557e-05
