detuning_hz,detuning_ghz,dimensionless_detuning,frame_index,accepted_frame,total_atom_number,condensate_atom_number,condensate_depletion_fraction,temperature_k,peak_phase_rad,peak_faraday_rotation_rad,kappa_f,mode,noise_model,calibration_status,signal_l2_e,effective_noise_e,per_frame_snr,accumulated_snr,n_frames_full,nmax_clean_continuous
750000000.0,0.75,50.84745762711864,1,True,116166.77870472142,21964.15210297734,0.12143391588090646,2.0219579982353292e-07,0.37543944401489737,0.37543944401489737,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,177.55126582917214,5.092428215725976,34.86573758288323,52.35590180131499,2,11.507447639343274
750000000.0,0.75,50.84745762711864,1,True,116166.77870472142,21964.15210297734,0.12143391588090646,2.0219579982353292e-07,0.37543944401489737,0.37543944401489737,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,177.55126582917214,6.2054309338158875,28.61223784824095,43.56373939916341,2,11.507447639343274
750000000.0,0.75,50.84745762711864,1,True,116166.77870472142,21964.15210297734,0.12143391588090646,2.0219579982353292e-07,0.37543944401489737,0.37543944401489737,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,176.91285809858422,5.04968693596005,35.03442101306215,52.53188214733041,2,11.507447639343274
750000000.0,0.75,50.84745762711864,1,True,116166.77870472142,21964.15210297734,0.12143391588090646,2.0219579982353292e-07,0.37543944401489737,0.37543944401489737,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,176.91285809858422,6.180698358164733,28.623441534706426,43.52670812776963,2,11.507447639343274
750000000.0,0.75,50.84745762711864,1,True,116166.77870472142,21964.15210297734,0.12143391588090646,2.0219579982353292e-07,0.37543944401489737,0.37543944401489737,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,2133.6779392205076,31.93653987579552,66.80992829901423,100.01977885217346,2,11.507447639343274
750000000.0,0.75,50.84745762711864,1,True,116166.77870472142,21964.15210297734,0.12143391588090646,2.0219579982353292e-07,0.37543944401489737,0.37543944401489737,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,2133.6779392205076,32.21712586905026,66.22806602590981,99.14768763578081,2,11.507447639343274
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,2110.9421021300545,34.99178663798195,60.32678822517526,60.32678822517526,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,2110.9421021300545,35.12139956278993,60.10415667963683,60.10415667963683,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,156.5626591772589,4.754370796094825,32.93025846992357,32.93025846992357,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,156.5626591772589,5.903115686526507,26.52203810516595,26.52203810516595,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,156.4499325329806,4.717970057126669,33.16043354210296,33.16043354210296,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,156.4499325329806,5.885864667807906,26.580620072470648,26.580620072470648,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,2026.297826193576,31.97698404589524,63.367383968585486,63.367383968585486,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.34230633732823457,0.34230633732823457,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,2026.297826193576,32.25721498960683,62.81688691495662,62.81688691495662,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1947.0387804639986,34.70510245873843,56.10237810935354,82.38202599529836,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1947.0387804639986,34.835640308221755,55.89214847888032,82.07583025322093,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,135.5230670420691,4.447763837797911,30.46993320337048,44.864448646047485,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,135.5230670420691,5.634023516134554,24.054402090080394,35.80548512676708,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,135.67471599204265,4.414150430218848,30.736314526851334,45.214327191651975,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,135.67471599204265,5.620836769207142,24.13781462847577,35.90492248251886,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1881.7266572505237,31.99349743646367,58.81590973251583,86.45655896856869,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,1,True,116166.77870472142,22889.984989190634,0.08440060043237463,2.0153121763437791e-07,0.32466706806498824,0.32466706806498824,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1881.7266572505237,32.27358392392443,58.30547551477847,85.70583268769332,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1783.351765327786,34.41334553033158,51.82151685182591,97.32557637082913,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1783.351765327786,34.54484743235976,51.6242478366611,96.9613576454896,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,115.79810972546855,4.1365104477783285,27.994153813309563,52.88186267556265,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,115.79810972546855,5.364779547230366,21.58487757157715,41.80836883858437,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,116.13857671194408,4.104754214932032,28.29367378184595,53.33729801430962,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,116.13857671194408,5.354932528350979,21.688149401895135,41.94686261157815,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1735.3039805280603,32.009956957042384,54.21138125417826,102.04709915608314,3,16.171402569023485
889139705.0189999,0.889139705019,60.28065796738982,2,True,116166.77870472142,20795.7631936197,0.16816947225521206,2.0302830775504293e-07,0.30650379235825354,0.30650379235825354,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1735.3039805280603,32.289899703047105,53.74138651673498,101.16138779906089,3,16.171402569023485
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1866.035043734372,34.51102345919557,54.07069558341833,54.07069558341833,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1866.035043734372,34.64218824561526,53.86596916176507,53.86596916176507,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,123.96792608757552,4.237822483353655,29.25274160834408,29.25274160834408,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,123.96792608757552,5.450911520850952,22.742604720948147,22.742604720948147,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,124.29328409870041,4.206201988647423,29.550003645609298,29.550003645609298,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,124.29328409870041,5.4406732532526165,22.84520284771627,22.84520284771627,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1812.427338568254,32.01523096971311,56.61140912220305,56.61140912220305,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.30437569357767075,0.30437569357767075,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1812.427338568254,32.295127647063275,56.120767144051385,56.120767144051385,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1753.4436148586458,34.31141605477559,51.10379624260931,74.39918085087244,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1753.4436148586458,34.44324985724906,50.90819310389811,74.11603577391335,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,110.87769315671916,4.02542401359756,27.544351298691318,40.17977327051838,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,110.87769315671916,5.268814369531376,21.04414492146569,30.985191704569832,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,111.29869280679357,3.9945785447007784,27.862436940798872,40.61425990628804,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,111.29869280679357,5.260446261823063,21.15765227268415,31.13759051123128,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1710.8846154163843,32.02544131203672,53.42267101791196,77.83850860268011,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,1,True,116166.77870472142,23353.880315292387,0.06584478738830457,2.0119656918272803e-07,0.2921873388954168,0.2921873388954168,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1710.8846154163843,32.30524900207716,52.959957538367156,77.16409532484968,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1641.0146997458644,34.109398862776196,48.11033775024145,88.59933808851582,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1641.0146997458644,34.241921223649136,47.924142136408506,88.26046769845881,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,98.43042839354493,3.810852041168689,25.828981899638087,47.76557846443498,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,98.43042839354493,5.08722711863792,19.348542162178752,36.530099764037764,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,98.91890355201465,3.7803304557542465,26.166734551326012,48.31372584281898,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,98.91890355201465,5.080403202459813,19.470679709854608,36.724064470165395,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1608.534575617342,32.03564289234575,50.21077869492882,92.62805038777738,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,2,True,116166.77870472142,21717.43601571197,0.13130255937152124,2.023721624586426e-07,0.27972487817349023,0.27972487817349023,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1608.534575617342,32.31536176257731,49.776158702332694,91.82572396917054,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1528.5104297470234,33.904154891130986,45.08327768838939,99.40998258148706,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1528.5104297470234,34.03738891812475,44.906806260132925,99.02793245764451,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,86.6073113439298,3.593245733633491,24.102807813356105,53.502297432256825,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,86.6073113439298,4.905786508399016,17.65411340172521,40.57235399593577,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,87.13779322587784,3.5625729249181783,24.45923074764263,54.15228594973163,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,87.13779322587784,4.900180287014134,17.782568828497983,40.80290020757265,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1505.1579897809202,32.04577850326243,46.968994359980584,103.85587200456463,4,20.454198703556877
1000000000.0,1.0,67.79661016949153,3,True,116166.77870472142,20090.389266790495,0.19638442932838018,2.035276182637876e-07,0.2669555621035707,0.2669555621035707,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1505.1579897809202,32.32540922161895,46.56268941444007,102.9565327114696,4,20.454198703556877
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1726.2500878888438,34.233032184475924,50.426444218741096,50.426444218741096,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1726.2500878888438,34.365125257588836,50.232614458684004,50.232614458684004,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,106.91978875262728,3.9405676074491542,27.13309335195993,27.13309335195993,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,106.91978875262728,5.196107090281108,20.576902456958972,20.576902456958972,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,107.38743370686188,3.9101601592865314,27.46369185206377,27.46369185206377,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,Faraday dark-field,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,107.38743370686188,5.188637327868849,20.696654424095115,20.696654424095115,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,Faraday dual-port,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,1687.7484310711184,32.035241301186176,52.684117943841606,52.684117943841606,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,0,True,116166.77870472142,24999.999999999978,8.881784197001252e-16,2e-07,0.2825658598108415,0.2825658598108415,1.0,Faraday dual-port,shot_plus_read_noise,Version 1 uncalibrated; kappa_F=1 placeholder,1687.7484310711184,32.31496363688033,52.22807768054951,52.22807768054951,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,1,True,116166.77870472142,23591.693101426255,0.05633227594294976,2.0102458144643152e-07,0.27290478413150976,0.27290478413150976,1.0,PCI,shot_noise_only,canonical notebook-aligned Version 1,1637.3572286227698,34.074161996658084,48.05275119556448,69.65553225701912,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,1,True,116166.77870472142,23591.693101426255,0.05633227594294976,2.0102458144643152e-07,0.27290478413150976,0.27290478413150976,1.0,PCI,shot_plus_read_noise,canonical notebook-aligned Version 1,1637.3572286227698,34.20679975046731,47.86642540567979,69.38667189361583,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,1,True,116166.77870472142,23591.693101426255,0.05633227594294976,2.0102458144643152e-07,0.27290478413150976,0.27290478413150976,1.0,DGI,shot_noise_only,canonical notebook-aligned Version 1,97.22530637047744,3.772029409327399,25.77533094786076,37.42422264146472,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,1,True,116166.77870472142,23591.693101426255,0.05633227594294976,2.0102458144643152e-07,0.27290478413150976,0.27290478413150976,1.0,DGI,shot_plus_read_noise,canonical notebook-aligned Version 1,97.22530637047744,5.054076416402154,19.237007587568144,28.1686239572926,5,23.73427617779525
1077217345.016,1.077217345016,73.0316844078644,1,True,116166.77870472142,23591.693101426255,0.05633227594294976,2.0102458144643152e-07,0.27290478413150976,0.27290478413150976,1.0,Faraday dark-field,shot_noise_only,Version 1 uncalibrated; kappa_F=1 placeholder,97.73661133628475,3.741711642193577,26.12082936433517,37.901874581949485,5,23.73427617779525
